,parfamName,yearIndex,culture,environ,equality,parfamCount,pervote,rile,staticRile,avgVote,countryname
45,SOC,2017,3.4930000000000003,0.0,2.62,1,27.195,6.987,-14.0,27.195,Bulgaria
0,CHR,1982,4.5889999999999995,2.611,1.5030000000000001,1,2.887,-14.953,6.13,2.887,Spain
1,CHR,1986,4.637,3.092,3.032,1,9.16,-13.08,6.13,9.16,Spain
2,CHR,1989,1.2930000000000001,4.25,1.922,1,7.949,-4.4719999999999995,6.13,7.949,Spain
3,CHR,1993,0.0,3.7310000000000003,1.493,1,1.7719999999999998,-26.119,6.13,1.7719999999999998,Spain
4,CON,1977,0.0,0.0,2.5860000000000003,1,8.417,12.069,11.64,8.417,Spain
5,CON,1979,0.0,0.0,2.5860000000000003,1,6.459000000000001,12.069,11.64,6.459000000000001,Spain
6,CON,1982,3.8710000000000004,1.9709999999999999,1.541,1,20.5,13.262,11.64,20.5,Spain
7,CON,1986,3.843,1.636,2.093,1,18.17,13.165999999999999,11.64,18.17,Spain
8,CON,1989,4.6819999999999995,3.8480000000000003,0.603,1,25.974,-3.1060000000000003,11.64,25.974,Spain
9,CON,1993,2.6839999999999997,3.221,0.9129999999999999,1,35.04,-8.427,11.64,35.04,Spain
10,CON,1996,2.394,2.8360000000000003,2.615,1,38.792,9.871,11.64,38.792,Spain
11,CON,2000,4.162,4.738,2.572,1,44.523999999999994,3.5869999999999997,11.64,44.523999999999994,Spain
12,CON,2004,4.512,4.654,2.85,1,37.708,9.309,11.64,37.708,Spain
13,CON,2008,6.539,8.26,2.311,1,40.571,-3.786,11.64,40.571,Spain
14,CON,2011,2.508,2.247,2.821,1,45.24,-3.448,11.64,45.24,Spain
15,CON,2015,3.955,1.851,5.048,1,28.705,-4.249,11.64,28.705,Spain
16,CON,2016,3.955,1.851,5.048,1,33.015,-4.249,11.64,33.015,Spain
17,CON,2019,6.356,6.165,11.483999999999998,2,37.821,5.272,11.64,18.9105,Spain
18,ETH,1977,8.186,15.505,15.172,5,3.019,-21.8672,-9.04,0.6037999999999999,Spain
19,ETH,1979,7.821000000000001,19.144,9.656,6,7.645,-16.74266666666667,-9.04,1.274166666666667,Spain
20,ETH,1982,3.2030000000000003,11.686,8.212,4,6.720999999999999,-9.732000000000001,-9.04,1.6802499999999998,Spain
21,ETH,1986,6.533,10.765,9.099,5,8.104,-7.1262,-9.04,1.6207999999999998,Spain
22,ETH,1989,8.944999999999997,26.414,15.457,7,9.334,-16.48971428571429,-9.04,1.3334285714285716,Spain
23,ETH,1993,11.47,27.380000000000006,20.51,7,9.500000000000002,-12.936428571428573,-9.04,1.3571428571428574,Spain
24,ETH,1996,8.157,33.571999999999996,19.735,6,8.763,-8.671,-9.04,1.4605,Spain
25,ETH,2000,19.337,35.008,19.44,8,10.6,-11.886625,-9.04,1.325,Spain
26,ETH,2004,37.756,42.157,31.02,9,11.032,-9.391555555555557,-9.04,1.225777777777778,Spain
27,ETH,2008,22.226999999999997,66.783,31.111,8,7.885,-7.36475,-9.04,0.985625,Spain
28,ETH,2011,9.107000000000001,25.360000000000007,39.207,7,8.617999999999999,-18.46528571428572,-9.04,1.2311428571428569,Spain
29,ETH,2015,13.736,27.835,51.57300000000001,8,15.019,-22.786875,-9.04,1.877375,Spain
30,ETH,2016,14.521999999999998,39.134,57.21099999999999,9,28.075000000000006,-22.36855555555556,-9.04,3.119444444444445,Spain
31,ETH,2019,29.129,58.548,126.029,16,21.224,-18.183125,-9.04,1.3265,Spain
32,LEF,1977,1.9380000000000002,0.775,4.651,1,9.27,-13.953,-23.66,9.27,Spain
33,LEF,1979,5.099,2.7960000000000003,1.8090000000000002,1,10.797,-21.053,-23.66,10.797,Spain
34,LEF,1982,2.574,3.089,1.931,1,4.1339999999999995,-31.403000000000002,-23.66,4.1339999999999995,Spain
35,LEF,1986,3.342,7.519,2.59,1,3.827,-25.313000000000002,-23.66,3.827,Spain
36,LEF,1989,2.657,5.3729999999999976,4.159,1,9.133,-40.035,-23.66,9.133,Spain
37,LEF,1993,2.41,6.076000000000001,4.06,1,9.63,-35.359,-23.66,9.63,Spain
38,LEF,1996,1.992,5.63,2.596,1,10.54,-26.485,-23.66,10.54,Spain
39,LEF,2000,2.6639999999999997,6.992000000000001,4.805,1,5.449,-27.214000000000002,-23.66,5.449,Spain
40,LEF,2004,5.1110000000000015,7.1480000000000015,5.6110000000000015,1,4.96,-16.512,-23.66,4.96,Spain
41,LEF,2008,4.46,4.46,2.11,1,3.842,-16.403,-23.66,3.842,Spain
42,LEF,2011,3.071,4.177,9.398,1,7.021,-36.855,-23.66,7.021,Spain
43,LEF,2015,18.375,16.037,16.09,2,16.276,-39.3175,-23.66,8.138,Spain
44,LEF,2016,8.867000000000003,6.693000000000001,6.636,1,0.0,-32.952,-23.66,0.0,Spain
45,LEF,2019,16.814,34.348,48.77,5,24.978,-37.4174,-23.66,4.9956,Spain
46,LIB,1977,1.4080000000000001,1.8780000000000001,6.103,1,34.829,-0.469,4.61,34.829,Spain
47,LIB,1979,3.7439999999999998,0.78,2.6519999999999997,1,35.047,0.46799999999999997,4.61,35.047,Spain
48,LIB,1982,4.0489999999999995,1.784,5.742999999999999,2,12.809,2.431,4.61,6.4045000000000005,Spain
49,LIB,1986,7.504,5.1339999999999995,1.844,2,7.9700000000000015,1.58,4.61,3.985,Spain
50,LIB,2011,3.81,5.397,4.2860000000000005,1,4.76,-22.221999999999998,4.61,4.76,Spain
51,LIB,2015,3.603,4.732,3.88,1,13.94,-16.035999999999998,4.61,13.94,Spain
52,LIB,2016,2.7710000000000004,4.217000000000001,5.662999999999999,1,13.061,-27.349,4.61,13.061,Spain
53,LIB,2019,9.589,6.132999999999999,12.061,2,22.845,-12.9175,4.61,11.4225,Spain
54,NAT,2019,3.4539999999999997,0.0,7.005,2,25.553,33.894000000000005,10.25,12.7765,Spain
55,SIP,2011,1.338,10.259,14.955000000000002,2,1.913,-20.351,3.36,0.9565,Spain
56,SOC,1977,3.5589999999999997,1.068,4.982,1,30.34800000000001,-9.253,-14.0,30.34800000000001,Spain
57,SOC,1979,2.9989999999999997,1.4340000000000002,3.259,1,30.489,-10.690999999999999,-14.0,30.489,Spain
58,SOC,1982,4.063,2.18,3.32,1,48.38,-10.950999999999999,-14.0,48.38,Spain
59,SOC,1986,2.6239999999999997,2.21,4.604,1,44.343999999999994,-11.648,-14.0,44.343999999999994,Spain
60,SOC,1989,4.598,4.0569999999999995,3.313,1,39.876999999999995,-22.311999999999998,-14.0,39.876999999999995,Spain
61,SOC,1993,3.148,4.393,2.164,1,39.1,-23.213,-14.0,39.1,Spain
62,SOC,1996,1.9269999999999998,5.5820000000000025,4.421,1,37.633,-4.109,-14.0,37.633,Spain
63,SOC,2000,2.028,3.198,5.07,1,34.16,-19.657,-14.0,34.16,Spain
64,SOC,2004,6.106,2.3480000000000003,5.234,1,42.58600000000001,-12.390999999999998,-14.0,42.58600000000001,Spain
65,SOC,2008,4.436,7.9929999999999986,4.348,1,44.138999999999996,-22.903000000000002,-14.0,44.138999999999996,Spain
66,SOC,2011,1.494,4.386,8.675,1,29.13,-27.229,-14.0,29.13,Spain
67,SOC,2015,3.997,1.4369999999999998,7.231,1,21.995,-25.555999999999997,-14.0,21.995,Spain
68,SOC,2016,3.759,1.399,7.999000000000001,1,22.631999999999998,-24.624000000000002,-14.0,22.631999999999998,Spain
69,SOC,2019,7.119,5.401,21.085,2,57.152,-28.9605,-14.0,28.576,Spain
0,CHR,1949,0.0,0.0,8.9,1,44.032,32.2,6.13,44.032,Austria
1,CHR,1953,2.4,0.0,6.5,1,41.257,29.5,6.13,41.257,Austria
2,CHR,1956,0.0,0.0,6.3,1,45.957,45.9,6.13,45.957,Austria
3,CHR,1959,6.7,0.0,1.3,1,44.192,24.0,6.13,44.192,Austria
4,CHR,1962,9.8,0.0,7.7,1,45.431999999999995,11.2,6.13,45.431999999999995,Austria
5,CHR,1966,3.5,0.0,8.800000000000002,1,48.349,5.8,6.13,48.349,Austria
6,CHR,1970,6.100000000000001,1.9,6.600000000000001,1,44.693999999999996,-6.8,6.13,44.693999999999996,Austria
7,CHR,1971,9.9,0.0,3.8,1,43.114,25.3,6.13,43.114,Austria
8,CHR,1975,4.1,1.0,3.5,1,42.94600000000001,3.1,6.13,42.94600000000001,Austria
9,CHR,1979,1.4,2.9,5.7,1,41.903999999999996,-17.1,6.13,41.903999999999996,Austria
10,CHR,1983,1.1,6.600000000000001,4.9,1,43.223,1.0,6.13,43.223,Austria
11,CHR,1986,0.0,6.7,5.0,1,41.294,29.1,6.13,41.294,Austria
12,CHR,1990,0.9,14.2,3.1,1,32.064,4.8,6.13,32.064,Austria
13,CHR,1994,0.638,7.468,1.1840000000000002,1,27.666999999999998,24.59,6.13,27.666999999999998,Austria
14,CHR,1995,0.0,0.833,0.833,1,28.291,40.417,6.13,28.291,Austria
15,CHR,1999,0.8390000000000001,1.605,4.05,1,26.91,-3.612,6.13,26.91,Austria
16,CHR,2002,5.266,3.51,4.711,1,42.3,-15.704,6.13,42.3,Austria
17,CHR,2006,5.5829999999999975,5.5829999999999975,9.854,1,34.33,-2.9610000000000003,6.13,34.33,Austria
18,CHR,2008,0.16399999999999998,0.4920000000000001,14.262,1,25.98,-1.148,6.13,25.98,Austria
19,CHR,2013,4.388999999999999,3.4419999999999997,5.938,1,23.991,-5.507999999999999,6.13,23.991,Austria
20,CHR,2017,3.363,2.075,4.723,1,31.47,10.161,6.13,31.47,Austria
21,CHR,2019,3.06,2.9210000000000003,5.563,1,37.457,2.086,6.13,37.457,Austria
22,ECO,1986,1.8,18.4,9.2,1,4.823,-15.2,-13.65,4.823,Austria
23,ECO,1990,3.0,20.9,6.9,1,4.784,-12.4,-13.65,4.784,Austria
24,ECO,1994,0.0,30.799,0.387,1,7.307,6.572,-13.65,7.307,Austria
25,ECO,1995,0.0,7.692,11.966,1,4.815,19.658,-13.65,4.815,Austria
26,ECO,1999,0.7140000000000001,8.776,20.204,1,7.4,-15.102,-13.65,7.4,Austria
27,ECO,2002,3.358,8.029,14.599,1,9.47,-20.875999999999998,-13.65,9.47,Austria
28,ECO,2006,6.926,8.947000000000003,11.977,1,11.05,-20.058,-13.65,11.05,Austria
29,ECO,2008,2.439,12.195,18.364,1,10.43,-9.469,-13.65,10.43,Austria
30,ECO,2013,2.4619999999999997,9.265,11.311,1,12.415999999999999,-13.94,-13.65,12.415999999999999,Austria
31,ECO,2017,3.687,14.035,18.537,2,8.209,-14.627,-13.65,4.1045,Austria
32,ECO,2019,3.513,11.814,9.135,1,13.9,-21.695,-13.65,13.9,Austria
33,LEF,2002,0.0,0.461,4.608000000000001,1,0.562,-26.267,-23.66,0.562,Austria
34,LEF,2008,0.0,0.0,27.826,1,0.76,-17.391,-23.66,0.76,Austria
35,LIB,1994,2.667,4.0,10.667,1,5.97,34.0,4.61,5.97,Austria
36,LIB,1995,0.0,5.8820000000000014,14.706,1,5.513,64.706,4.61,5.513,Austria
37,LIB,2013,0.098,6.2620000000000005,6.36,1,4.9639999999999995,-13.796,4.61,4.9639999999999995,Austria
38,LIB,2017,0.0,0.0,12.698,1,5.296,-2.381,4.61,5.296,Austria
39,LIB,2019,2.818,3.16,5.978,1,8.103,-10.077,4.61,8.103,Austria
40,NAT,1949,2.9,0.0,8.6,1,11.667,4.7,10.25,11.667,Austria
41,NAT,1953,3.8,0.0,7.7,1,10.949000000000002,-3.6,10.25,10.949000000000002,Austria
42,NAT,1956,8.3,0.0,4.2,1,6.52,-4.2,10.25,6.52,Austria
43,NAT,1959,2.0,0.0,2.0,1,7.704,21.2,10.25,7.704,Austria
44,NAT,1962,1.8,0.0,1.8,1,7.044,-24.6,10.25,7.044,Austria
45,NAT,1966,1.8,0.0,6.9,1,5.353,-28.95,10.25,5.353,Austria
46,NAT,1970,1.8,0.0,12.0,1,5.522,-33.3,10.25,5.522,Austria
47,NAT,1971,0.4,1.9,5.600000000000001,1,5.452999999999999,-6.600000000000001,10.25,5.452999999999999,Austria
48,NAT,1975,2.8,8.3,4.600000000000001,1,5.407,-11.9,10.25,5.407,Austria
49,NAT,1979,1.1,9.1,6.9,1,6.063,-3.5,10.25,6.063,Austria
50,NAT,1983,3.7,7.0,3.7,1,4.982,15.1,10.25,4.982,Austria
51,NAT,1986,0.0,10.9,3.5,1,9.732,-5.9,10.25,9.732,Austria
52,NAT,1990,0.0,6.2,1.3,1,16.635,14.9,10.25,16.635,Austria
53,NAT,1994,0.379,2.655,3.287,1,22.497,47.788000000000004,10.25,22.497,Austria
54,NAT,1995,0.0,2.685,6.04,1,21.885,55.705,10.25,21.885,Austria
55,NAT,1999,5.167999999999998,6.01,1.8030000000000002,1,26.91,24.639,10.25,26.91,Austria
56,NAT,2002,2.886,3.148,6.6720000000000015,1,10.01,-18.028,10.25,10.01,Austria
57,NAT,2006,3.05,18.303,9.863999999999999,2,15.15,-3.946,10.25,7.574999999999998,Austria
58,NAT,2008,3.03,8.399000000000001,28.555999999999997,2,28.24,-5.01,10.25,14.12,Austria
59,NAT,2013,0.0,0.0,6.0870000000000015,1,20.506,12.174000000000001,10.25,20.506,Austria
60,NAT,2017,2.655,5.973,5.7520000000000024,1,25.965999999999998,9.292,10.25,25.965999999999998,Austria
61,NAT,2019,0.0,10.811,2.252,1,16.174,2.7030000000000003,10.25,16.174,Austria
62,SIP,2013,4.854,3.4789999999999996,5.178,1,5.725000000000001,0.971,3.36,5.725000000000001,Austria
63,SOC,1949,1.7,1.7,3.4,1,38.713,-13.6,-14.0,38.713,Austria
64,SOC,1953,2.6,0.0,11.5,1,42.108000000000004,-16.5,-14.0,42.108000000000004,Austria
65,SOC,1956,2.9,1.0,6.9,1,43.045,-16.9,-14.0,43.045,Austria
66,SOC,1959,0.0,0.0,12.0,1,44.786,-16.0,-14.0,44.786,Austria
67,SOC,1962,0.7000000000000001,0.0,13.6,1,44.0,-13.5,-14.0,44.0,Austria
68,SOC,1966,6.5,0.6,4.9,1,42.565,-15.8,-14.0,42.565,Austria
69,SOC,1970,0.0,0.0,0.0,1,48.42,-54.3,-14.0,48.42,Austria
70,SOC,1971,2.6,5.600000000000001,6.100000000000001,1,50.037,-13.8,-14.0,50.037,Austria
71,SOC,1975,3.4,6.100000000000001,12.0,1,50.422,-18.9,-14.0,50.422,Austria
72,SOC,1979,0.7000000000000001,4.8,5.4,1,51.028,-5.7,-14.0,51.028,Austria
73,SOC,1983,3.3,9.3,7.7,1,47.647,-21.2,-14.0,47.647,Austria
74,SOC,1986,4.8,9.9,6.2,1,43.115,-7.100000000000001,-14.0,43.115,Austria
75,SOC,1990,5.2,17.8,6.9,1,42.78100000000001,-7.600000000000001,-14.0,42.78100000000001,Austria
76,SOC,1994,4.455,7.756,6.601,1,34.918,-11.056,-14.0,34.918,Austria
77,SOC,1995,0.0,1.931,17.761,1,38.059,20.849,-14.0,38.059,Austria
78,SOC,1999,3.56,3.56,11.123,1,33.2,-13.347999999999999,-14.0,33.2,Austria
79,SOC,2002,3.823,4.257,11.468,1,36.51,-21.199,-14.0,36.51,Austria
80,SOC,2006,4.438,4.022,14.424000000000001,1,35.34,-15.118,-14.0,35.34,Austria
81,SOC,2008,5.985,4.1560000000000015,16.625,1,29.26,-17.872,-14.0,29.26,Austria
82,SOC,2013,6.7589999999999995,1.655,12.276,1,26.81900000000001,-38.483000000000004,-14.0,26.81900000000001,Austria
83,SOC,2017,2.239,1.7990000000000002,12.812000000000001,1,26.859,-21.916,-14.0,26.859,Austria
84,SOC,2019,3.665,4.503,15.079,1,21.180999999999997,-39.424,-14.0,21.180999999999997,Austria
0,CHR,1946,1.0,0.0,8.1,1,42.538000000000004,30.1,6.13,42.538000000000004,Belgium
1,CHR,1949,0.8,0.3,3.9,1,43.549,2.4,6.13,43.549,Belgium
2,CHR,1950,0.8,0.0,3.8,1,47.678000000000004,1.6,6.13,47.678000000000004,Belgium
3,CHR,1954,0.5,0.6,3.2,1,41.147,4.2,6.13,41.147,Belgium
4,CHR,1958,0.952,0.0,14.286,1,46.498999999999995,-3.81,6.13,46.498999999999995,Belgium
5,CHR,1961,0.0,0.0,1.587,1,41.456,-9.524,6.13,41.456,Belgium
6,CHR,1965,2.3080000000000003,0.769,5.385,1,34.451,-3.846,6.13,34.451,Belgium
7,CHR,1968,6.2360000000000015,4.371,3.091,2,31.741999999999997,-12.989,6.13,15.870999999999999,Belgium
8,CHR,1971,10.973999999999998,12.755999999999998,2.5069999999999997,2,30.051,-19.746,6.13,15.0255,Belgium
9,CHR,1974,41.984,11.322,0.461,2,32.345,-8.622499999999999,6.13,16.1725,Belgium
10,CHR,1977,44.133,5.979,1.538,2,35.944,-6.1324999999999985,6.13,17.972,Belgium
11,CHR,1978,10.263000000000002,6.327000000000001,10.262,2,36.265,3.2025,6.13,18.1325,Belgium
12,CHR,1981,3.015,8.634,3.313,2,26.488000000000003,5.043500000000001,6.13,13.244000000000002,Belgium
13,CHR,1985,4.11,8.619,4.957000000000002,2,29.245000000000008,14.2055,6.13,14.622500000000004,Belgium
14,CHR,1987,15.886,15.267999999999999,4.372,2,27.463,0.06149999999999967,6.13,13.7315,Belgium
15,CHR,1991,2.884,6.269,7.6030000000000015,2,24.551,-2.2885,6.13,12.2755,Belgium
16,CHR,1995,3.96,3.071,7.261,2,24.902,-4.636,6.13,12.451,Belgium
17,CHR,1999,4.52,5.097,8.407000000000002,2,19.967,-8.0565,6.13,9.9835,Belgium
18,CHR,2003,5.1549999999999985,6.037000000000001,9.616,2,18.721,-5.132000000000001,6.13,9.3605,Belgium
19,CHR,2007,0.638,4.783,12.309,2,20.865,-7.687999999999999,6.13,10.4325,Belgium
20,CHR,2010,0.162,2.29,14.311,2,16.368,-8.653500000000001,6.13,8.184,Belgium
21,CHR,2014,5.6960000000000015,4.876,8.851000000000003,1,11.61,-0.102,6.13,11.61,Belgium
22,CHR,2019,2.509,5.399,18.487000000000002,1,8.886000000000003,-11.902999999999999,6.13,8.886000000000003,Belgium
23,ECO,1981,7.0280000000000005,8.352,1.589,2,4.8389999999999995,-2.7195,-13.65,2.4195,Belgium
24,ECO,1985,7.0280000000000005,8.352,1.589,2,6.252999999999999,-2.7195,-13.65,3.1265,Belgium
25,ECO,1987,7.0280000000000005,8.352,1.589,2,7.056000000000001,-2.7195,-13.65,3.5280000000000005,Belgium
26,ECO,1991,7.0280000000000005,8.352,1.589,2,9.934,-2.7195,-13.65,4.9670000000000005,Belgium
27,ECO,1995,6.526999999999999,14.684,7.572,2,8.439,-11.915500000000005,-13.65,4.2195,Belgium
28,ECO,1999,6.351,18.908,7.898,2,14.35,-18.2215,-13.65,7.175000000000002,Belgium
29,ECO,2003,1.903,22.846999999999998,19.474,2,5.53,-19.4555,-13.65,2.765,Belgium
30,ECO,2007,2.897,14.129,15.450999999999999,2,9.087,-12.0365,-13.65,4.5435,Belgium
31,ECO,2010,0.626,7.164,17.269000000000002,2,9.177,-16.076999999999998,-13.65,4.5885,Belgium
32,ECO,2014,5.602,8.654,15.494000000000002,1,5.322,-18.063,-13.65,5.322,Belgium
33,ECO,2019,2.162,8.048,15.697000000000001,1,6.103,-21.849,-13.65,6.103,Belgium
34,ETH,1954,2.092,0.0,0.0,1,2.202,1.255,-9.04,2.202,Belgium
35,ETH,1958,2.092,0.0,0.0,1,1.9769999999999999,1.255,-9.04,1.9769999999999999,Belgium
36,ETH,1961,2.092,0.0,0.0,1,3.465,1.255,-9.04,3.465,Belgium
37,ETH,1965,3.7739999999999996,1.376,1.646,2,7.7650000000000015,-0.579,-9.04,3.8825,Belgium
38,ETH,1968,0.762,2.184,4.182,3,15.685,-11.117,-9.04,5.2283333333333335,Belgium
39,ETH,1971,5.091,15.101,7.666,3,22.344,-12.366333333333335,-9.04,7.4479999999999995,Belgium
40,ETH,1974,8.512,16.559,18.822,3,19.865,-13.168,-9.04,6.621666666666667,Belgium
41,ETH,1977,7.5760000000000005,14.773,7.039,3,17.256,-5.522666666666666,-9.04,5.752000000000001,Belgium
42,ETH,1978,4.4060000000000015,3.835,8.678999999999998,3,14.135,2.076333333333333,-9.04,4.711666666666667,Belgium
43,ETH,1981,11.935,8.695,14.631000000000002,3,13.978000000000002,-6.715000000000002,-9.04,4.6593333333333335,Belgium
44,ETH,1985,12.635,19.096,0.924,2,9.071,5.3465,-9.04,4.5355,Belgium
45,ETH,1987,19.098000000000006,14.769,3.537,2,9.21,-3.6640000000000006,-9.04,4.605,Belgium
46,ETH,1991,10.71,6.62,2.826,2,7.367000000000001,-4.446000000000001,-9.04,3.6835,Belgium
47,ETH,1995,2.642,8.805,0.8809999999999999,1,4.669,-1.8869999999999998,-9.04,4.669,Belgium
48,ETH,1999,2.818,2.4930000000000003,3.6860000000000004,1,5.561,-6.612,-9.04,5.561,Belgium
49,ETH,2003,0.0,3.636,0.909,1,3.0639999999999996,-7.576000000000001,-9.04,3.0639999999999996,Belgium
50,ETH,2007,0.09699999999999999,5.5020000000000024,4.826000000000001,1,3.702,27.51,-9.04,3.702,Belgium
51,ETH,2010,0.0,0.294,3.3089999999999997,1,17.398,11.690999999999999,-9.04,17.398,Belgium
52,ETH,2014,4.98,2.49,4.868,1,20.259,8.584,-9.04,20.259,Belgium
53,ETH,2019,2.8680000000000003,4.178,7.79,1,16.028,4.78,-9.04,16.028,Belgium
54,LEF,2014,0.048,2.679,22.511999999999997,1,1.9709999999999999,-34.785,-23.66,1.9709999999999999,Belgium
55,LEF,2019,1.945,5.249,21.081,1,8.622,-33.681,-23.66,8.622,Belgium
56,LIB,1946,0.0,0.0,5.8,1,9.24,15.3,4.61,9.24,Belgium
57,LIB,1949,0.0,0.0,3.0,1,15.249,31.8,4.61,15.249,Belgium
58,LIB,1950,2.3,0.0,1.2,1,11.61,21.7,4.61,11.61,Belgium
59,LIB,1954,0.4,0.4,0.0,1,12.63,38.8,4.61,12.63,Belgium
60,LIB,1958,0.262,0.524,5.7589999999999995,1,11.47,4.712,4.61,11.47,Belgium
61,LIB,1961,0.0,0.0,3.7969999999999997,1,12.334000000000001,17.722,4.61,12.334000000000001,Belgium
62,LIB,1965,0.302,0.604,0.9059999999999999,1,21.615,8.308,4.61,21.615,Belgium
63,LIB,1968,1.6909999999999998,0.0,1.268,1,20.879,27.695999999999998,4.61,20.879,Belgium
64,LIB,1971,16.951999999999998,9.918000000000003,9.918000000000003,3,16.450999999999997,1.0590000000000002,4.61,5.483666666666665,Belgium
65,LIB,1974,7.407,4.291,8.164,3,16.461000000000002,9.85,4.61,5.487000000000001,Belgium
66,LIB,1977,14.076,14.259,6.313,3,15.564,8.122333333333332,4.61,5.188,Belgium
67,LIB,1978,11.07,7.181,11.918,3,16.313,10.441333333333333,4.61,5.437666666666666,Belgium
68,LIB,1981,1.889,5.292999999999999,1.23,2,21.464000000000002,30.8195,4.61,10.732000000000001,Belgium
69,LIB,1985,9.335,4.87,1.711,2,20.962,20.5365,4.61,10.481,Belgium
